Sample	Lineage
HCOV-19_USA_20200328_EPI_ISL_434924	A.3
HCOV-19_USA_20200328_EPI_ISL_434928	B.1
HCOV-19_USA_20200328_EPI_ISL_434938	B.1
HCOV-19_USA_20200328_EPI_ISL_434939	B.1
HCOV-19_USA_20200328_EPI_ISL_434940	B.1
HCOV-19_USA_20200329_EPI_ISL_419651	B.1
HCOV-19_USA_20200329_EPI_ISL_424347	B.1
HCOV-19_USA_20200329_EPI_ISL_426074	B.1
HCOV-19_USA_20200329_EPI_ISL_427172	B.1
HCOV-19_USA_20200329_EPI_ISL_427224	B.1
HCOV-19_USA_20200329_EPI_ISL_427225	B.1
HCOV-19_USA_20200329_EPI_ISL_427227	B.1
HCOV-19_USA_20200329_EPI_ISL_427230	B.1
HCOV-19_USA_20200329_EPI_ISL_427234	B.1
HCOV-19_USA_20200329_EPI_ISL_427236	B.1
HCOV-19_USA_20200329_EPI_ISL_427237	A.1
HCOV-19_USA_20200329_EPI_ISL_427264	B.1
HCOV-19_USA_20200329_EPI_ISL_428257	B.11
HCOV-19_USA_20200329_EPI_ISL_428258	B.11
HCOV-19_USA_20200329_EPI_ISL_429604	B.1
HCOV-19_USA_20200329_EPI_ISL_430950	B.1
HCOV-19_USA_20200329_EPI_ISL_434170	A.1
HCOV-19_USA_20200329_EPI_ISL_434261	B.1
HCOV-19_USA_20200329_EPI_ISL_434326	A
HCOV-19_USA_20200329_EPI_ISL_434946	B.1
HCOV-19_USA_20200329_EPI_ISL_434952	B.6
HCOV-19_USA_20200329_EPI_ISL_434954	B.1
HCOV-19_USA_20200330_EPI_ISL_425151	B.1
HCOV-19_USA_20200330_EPI_ISL_425159	B.1
HCOV-19_USA_20200330_EPI_ISL_425162	B.1
HCOV-19_USA_20200330_EPI_ISL_425163	B.1
HCOV-19_USA_20200330_EPI_ISL_425169	B.1
HCOV-19_USA_20200330_EPI_ISL_425171	B.1
HCOV-19_USA_20200330_EPI_ISL_425173	A.4
HCOV-19_USA_20200330_EPI_ISL_426053	B.1
HCOV-19_USA_20200330_EPI_ISL_426054	B.1
HCOV-19_USA_20200330_EPI_ISL_426055	B.1
HCOV-19_USA_20200330_EPI_ISL_426056	B.1
HCOV-19_USA_20200330_EPI_ISL_426072	B.1
HCOV-19_USA_20200330_EPI_ISL_426456	B.1
HCOV-19_USA_20200330_EPI_ISL_426457	B.1
HCOV-19_USA_20200330_EPI_ISL_426469	B.1
HCOV-19_USA_20200330_EPI_ISL_427162	B.1
HCOV-19_USA_20200330_EPI_ISL_427266	A.1
HCOV-19_USA_20200330_EPI_ISL_427268	B.1
HCOV-19_USA_20200330_EPI_ISL_427629	B.1
HCOV-19_USA_20200330_EPI_ISL_429602	B.1
HCOV-19_USA_20200330_EPI_ISL_429971	A.3
HCOV-19_USA_20200330_EPI_ISL_430326	B.1
HCOV-19_USA_20200330_EPI_ISL_430327	B.2
HCOV-19_USA_20200330_EPI_ISL_430330	B.1
HCOV-19_USA_20200330_EPI_ISL_430335	B.1
HCOV-19_USA_20200330_EPI_ISL_430336	B.1
HCOV-19_USA_20200330_EPI_ISL_430338	B.1
HCOV-19_USA_20200330_EPI_ISL_430339	B.1
HCOV-19_USA_20200330_EPI_ISL_430340	B.1
HCOV-19_USA_20200330_EPI_ISL_430341	B.1
HCOV-19_USA_20200330_EPI_ISL_430342	B.1
HCOV-19_USA_20200330_EPI_ISL_430343	B.1
HCOV-19_USA_20200330_EPI_ISL_430943	B.1
HCOV-19_USA_20200330_EPI_ISL_430945	B.1
HCOV-19_USA_20200330_EPI_ISL_430946	B.1
HCOV-19_USA_20200330_EPI_ISL_434155	B.1
HCOV-19_USA_20200330_EPI_ISL_434158	B.1
HCOV-19_USA_20200330_EPI_ISL_434172	A.1
HCOV-19_USA_20200330_EPI_ISL_434195	B.1
HCOV-19_USA_20200330_EPI_ISL_434213	B.1
HCOV-19_USA_20200330_EPI_ISL_434268	B.1
HCOV-19_USA_20200330_EPI_ISL_434269	A.1
HCOV-19_USA_20200330_EPI_ISL_434338	A.1
HCOV-19_USA_20200330_EPI_ISL_434955	B.1
HCOV-19_USA_20200330_EPI_ISL_434956	B.1
HCOV-19_USA_20200330_EPI_ISL_434957	B.1
HCOV-19_USA_20200330_EPI_ISL_434965	B.1
HCOV-19_USA_20200330_EPI_ISL_434967	A.3
HCOV-19_USA_20200330_EPI_ISL_434969	A.3
HCOV-19_USA_20200330_EPI_ISL_434977	B.1
HCOV-19_USA_20200330_EPI_ISL_435475	B.1
HCOV-19_USA_20200330_EPI_ISL_435476	B.1
HCOV-19_USA_20200330_EPI_ISL_435477	B.1
HCOV-19_USA_20200330_EPI_ISL_435478	B.1
HCOV-19_USA_20200330_EPI_ISL_435479	B.1
HCOV-19_USA_20200330_EPI_ISL_435480	B.1
HCOV-19_USA_20200330_EPI_ISL_435481	B.1
HCOV-19_USA_20200330_EPI_ISL_435482	B.1
HCOV-19_USA_20200330_EPI_ISL_435483	B.1
HCOV-19_USA_20200330_EPI_ISL_435484	B.1
HCOV-19_USA_20200330_EPI_ISL_435485	B.1
HCOV-19_USA_20200331_EPI_ISL_422453	B.1
HCOV-19_USA_20200331_EPI_ISL_425146	B.1
HCOV-19_USA_20200331_EPI_ISL_425158	B.1
HCOV-19_USA_20200331_EPI_ISL_425167	B.1
HCOV-19_USA_20200331_EPI_ISL_425168	B.1
HCOV-19_USA_20200331_EPI_ISL_425170	B.1
HCOV-19_USA_20200331_EPI_ISL_426465	B.1
HCOV-19_USA_20200331_EPI_ISL_426466	B.1
HCOV-19_USA_20200331_EPI_ISL_426470	B.1
HCOV-19_USA_20200331_EPI_ISL_426561	B.1
HCOV-19_USA_20200331_EPI_ISL_427163	B.1
HCOV-19_USA_20200331_EPI_ISL_427222	B.1
HCOV-19_USA_20200331_EPI_ISL_427240	B.1
HCOV-19_USA_20200331_EPI_ISL_427242	B.1
HCOV-19_USA_20200331_EPI_ISL_427246	B.1
HCOV-19_USA_20200331_EPI_ISL_427251	B.1
HCOV-19_USA_20200331_EPI_ISL_427252	A.1
HCOV-19_USA_20200331_EPI_ISL_427253	B.1
HCOV-19_USA_20200331_EPI_ISL_427259	B.1
HCOV-19_USA_20200331_EPI_ISL_427261	B.1
HCOV-19_USA_20200331_EPI_ISL_427265	A.1
HCOV-19_USA_20200331_EPI_ISL_427288	A.3
HCOV-19_USA_20200331_EPI_ISL_427290	B.1
HCOV-19_USA_20200331_EPI_ISL_429020	A.1
HCOV-19_USA_20200331_EPI_ISL_429023	B.1
HCOV-19_USA_20200331_EPI_ISL_429026	B.1
HCOV-19_USA_20200331_EPI_ISL_429598	A.1
HCOV-19_USA_20200331_EPI_ISL_429600	B.1
HCOV-19_USA_20200331_EPI_ISL_429608	B.1
HCOV-19_USA_20200331_EPI_ISL_430121	B.1
HCOV-19_USA_20200331_EPI_ISL_430125	A.1
HCOV-19_USA_20200331_EPI_ISL_430351	B.1
HCOV-19_USA_20200331_EPI_ISL_430942	B.1
HCOV-19_USA_20200331_EPI_ISL_434082	A.1
HCOV-19_USA_20200331_EPI_ISL_434197	A.1
HCOV-19_USA_20200331_EPI_ISL_434214	A.1
HCOV-19_USA_20200331_EPI_ISL_434286	A.1
HCOV-19_USA_20200331_EPI_ISL_434305	A.1
HCOV-19_USA_20200331_EPI_ISL_434308	A.1
HCOV-19_USA_20200331_EPI_ISL_434313	A.1
HCOV-19_USA_20200331_EPI_ISL_434346	A.1
HCOV-19_USA_20200331_EPI_ISL_434530	B.1
HCOV-19_USA_20200331_EPI_ISL_434964	A.3
HCOV-19_USA_20200331_EPI_ISL_434971	A.3
HCOV-19_USA_20200331_EPI_ISL_434972	B.1
HCOV-19_USA_20200331_EPI_ISL_434975	B.1
HCOV-19_USA_20200331_EPI_ISL_434985	B.1
HCOV-19_USA_20200331_EPI_ISL_434986	A.3
HCOV-19_USA_20200331_EPI_ISL_434988	B.1
HCOV-19_USA_20200331_EPI_ISL_434990	B.1
HCOV-19_USA_20200331_EPI_ISL_434997	B.1
HCOV-19_USA_20200331_EPI_ISL_435489	B.1
HCOV-19_USA_202004_EPI_ISL_424987	A.3
HCOV-19_USA_20200401_EPI_ISL_421660	B.1
HCOV-19_USA_20200401_EPI_ISL_424930	B.1
HCOV-19_USA_20200401_EPI_ISL_424933	B.1
HCOV-19_USA_20200401_EPI_ISL_424934	B.1
HCOV-19_USA_20200401_EPI_ISL_424935	B.1
HCOV-19_USA_20200401_EPI_ISL_424936	B.1
HCOV-19_USA_20200401_EPI_ISL_424937	B.1
HCOV-19_USA_20200401_EPI_ISL_424941	B.1
HCOV-19_USA_20200401_EPI_ISL_424942	B.1
HCOV-19_USA_20200401_EPI_ISL_424943	B.1
HCOV-19_USA_20200401_EPI_ISL_424944	B.1
HCOV-19_USA_20200401_EPI_ISL_424946	B.1
HCOV-19_USA_20200401_EPI_ISL_424947	B.1
HCOV-19_USA_20200401_EPI_ISL_424948	B.1
HCOV-19_USA_20200401_EPI_ISL_424949	B.1
HCOV-19_USA_20200401_EPI_ISL_424951	B.1
HCOV-19_USA_20200401_EPI_ISL_424952	B.1
HCOV-19_USA_20200401_EPI_ISL_424953	B.1
HCOV-19_USA_20200401_EPI_ISL_424954	B.1
HCOV-19_USA_20200401_EPI_ISL_424955	B.1
HCOV-19_USA_20200401_EPI_ISL_424957	B.1
HCOV-19_USA_20200401_EPI_ISL_424962	B.1
HCOV-19_USA_20200401_EPI_ISL_424963	B.1
HCOV-19_USA_20200401_EPI_ISL_424964	B.1
HCOV-19_USA_20200401_EPI_ISL_424968	B.1
HCOV-19_USA_20200401_EPI_ISL_425148	A.1
HCOV-19_USA_20200401_EPI_ISL_425153	A.4
HCOV-19_USA_20200401_EPI_ISL_426464	B.2
HCOV-19_USA_20200401_EPI_ISL_426557	B.1
HCOV-19_USA_20200401_EPI_ISL_426564	B.1
HCOV-19_USA_20200401_EPI_ISL_426566	B.1
HCOV-19_USA_20200401_EPI_ISL_426617	B.1
HCOV-19_USA_20200401_EPI_ISL_426618	B.1
HCOV-19_USA_20200401_EPI_ISL_426619	B.1
HCOV-19_USA_20200401_EPI_ISL_426621	B.1
HCOV-19_USA_20200401_EPI_ISL_426624	B.1
HCOV-19_USA_20200401_EPI_ISL_426625	B.1
HCOV-19_USA_20200401_EPI_ISL_426626	B.1
HCOV-19_USA_20200401_EPI_ISL_427239	B.1
HCOV-19_USA_20200401_EPI_ISL_427245	B.1
HCOV-19_USA_20200401_EPI_ISL_427469	B.1
HCOV-19_USA_20200401_EPI_ISL_427470	B.1
HCOV-19_USA_20200401_EPI_ISL_427471	B.1
HCOV-19_USA_20200401_EPI_ISL_427472	B.1
HCOV-19_USA_20200401_EPI_ISL_427473	B.1
HCOV-19_USA_20200401_EPI_ISL_427476	B.1
HCOV-19_USA_20200401_EPI_ISL_427478	B.1
HCOV-19_USA_20200401_EPI_ISL_427479	B.1
HCOV-19_USA_20200401_EPI_ISL_427480	B.1
HCOV-19_USA_20200401_EPI_ISL_427481	B.1
HCOV-19_USA_20200401_EPI_ISL_427482	B.1
HCOV-19_USA_20200401_EPI_ISL_427484	B.2
HCOV-19_USA_20200401_EPI_ISL_427487	B.1
HCOV-19_USA_20200401_EPI_ISL_427489	B.1
HCOV-19_USA_20200401_EPI_ISL_427490	B.1
HCOV-19_USA_20200401_EPI_ISL_427491	B.1
HCOV-19_USA_20200401_EPI_ISL_427492	B.1
HCOV-19_USA_20200401_EPI_ISL_427493	B.1
HCOV-19_USA_20200401_EPI_ISL_427498	B.1
HCOV-19_USA_20200401_EPI_ISL_427627	B.1
HCOV-19_USA_20200401_EPI_ISL_428728	B.11
HCOV-19_USA_20200401_EPI_ISL_430352	B.1
HCOV-19_USA_20200401_EPI_ISL_430353	B.1
HCOV-19_USA_20200401_EPI_ISL_430869	B.1
HCOV-19_USA_20200401_EPI_ISL_430899	B.1
HCOV-19_USA_20200401_EPI_ISL_430933	A.1
HCOV-19_USA_20200401_EPI_ISL_430937	B.1
HCOV-19_USA_20200401_EPI_ISL_430939	B.2
HCOV-19_USA_20200401_EPI_ISL_430955	B.1
HCOV-19_USA_20200401_EPI_ISL_430960	B.1
HCOV-19_USA_20200401_EPI_ISL_430965	B.1
HCOV-19_USA_20200401_EPI_ISL_430968	B.1
HCOV-19_USA_20200401_EPI_ISL_430970	B.1
HCOV-19_USA_20200401_EPI_ISL_430973	B.1
HCOV-19_USA_20200401_EPI_ISL_434070	A.1
HCOV-19_USA_20200401_EPI_ISL_434080	A.1
HCOV-19_USA_20200401_EPI_ISL_434084	A.1
HCOV-19_USA_20200401_EPI_ISL_434086	A.1
HCOV-19_USA_20200401_EPI_ISL_434108	A.1
HCOV-19_USA_20200401_EPI_ISL_434206	A.1
HCOV-19_USA_20200401_EPI_ISL_434248	A.1
HCOV-19_USA_20200401_EPI_ISL_434254	A.1
HCOV-19_USA_20200401_EPI_ISL_434285	A.1
HCOV-19_USA_20200401_EPI_ISL_434941	B.1
HCOV-19_USA_20200401_EPI_ISL_434943	B.1
HCOV-19_USA_20200401_EPI_ISL_434966	A.1
HCOV-19_USA_20200401_EPI_ISL_434976	B.1
HCOV-19_USA_20200401_EPI_ISL_434987	A.3
HCOV-19_USA_20200401_EPI_ISL_434998	B.1
HCOV-19_USA_20200401_EPI_ISL_435000	B.1
HCOV-19_USA_20200401_EPI_ISL_435001	B.1
HCOV-19_USA_20200401_EPI_ISL_435003	B.1
HCOV-19_USA_20200401_EPI_ISL_435005	B.1
HCOV-19_USA_20200401_EPI_ISL_435006	A.3
HCOV-19_USA_20200401_EPI_ISL_435007	B.1
HCOV-19_USA_20200401_EPI_ISL_435008	B.1
HCOV-19_USA_20200402_EPI_ISL_424353	B.1
HCOV-19_USA_20200402_EPI_ISL_425144	B.1
HCOV-19_USA_20200402_EPI_ISL_426568	B.1
HCOV-19_USA_20200402_EPI_ISL_427619	B.1
HCOV-19_USA_20200402_EPI_ISL_428729	A.4
HCOV-19_USA_20200402_EPI_ISL_429649	A.1
HCOV-19_USA_20200402_EPI_ISL_429655	B.1
HCOV-19_USA_20200402_EPI_ISL_429656	B.1
HCOV-19_USA_20200402_EPI_ISL_430350	B.1
HCOV-19_USA_20200402_EPI_ISL_430355	B.1
HCOV-19_USA_20200402_EPI_ISL_430356	B.1
HCOV-19_USA_20200402_EPI_ISL_430872	A.1
HCOV-19_USA_20200402_EPI_ISL_430897	B.1
HCOV-19_USA_20200402_EPI_ISL_430898	B.1
HCOV-19_USA_20200402_EPI_ISL_430900	A.1
HCOV-19_USA_20200402_EPI_ISL_430964	B.1
HCOV-19_USA_20200402_EPI_ISL_430967	B.1
HCOV-19_USA_20200402_EPI_ISL_430971	B.1
HCOV-19_USA_20200402_EPI_ISL_434068	A.1
HCOV-19_USA_20200402_EPI_ISL_434091	A.1
HCOV-19_USA_20200402_EPI_ISL_434092	B.1
HCOV-19_USA_20200402_EPI_ISL_434098	B.1
HCOV-19_USA_20200402_EPI_ISL_434099	B.1
HCOV-19_USA_20200402_EPI_ISL_434102	A.1
HCOV-19_USA_20200402_EPI_ISL_434103	A.3
HCOV-19_USA_20200402_EPI_ISL_434109	A.1
HCOV-19_USA_20200402_EPI_ISL_434199	A.1
HCOV-19_USA_20200402_EPI_ISL_434222	B.1
HCOV-19_USA_20200402_EPI_ISL_434227	A.1
HCOV-19_USA_20200402_EPI_ISL_434244	A.1
HCOV-19_USA_20200402_EPI_ISL_434249	A.1
HCOV-19_USA_20200402_EPI_ISL_434251	A.1
HCOV-19_USA_20200402_EPI_ISL_434942	B.1
HCOV-19_USA_20200402_EPI_ISL_435010	A.3
HCOV-19_USA_20200402_EPI_ISL_435011	A.3
HCOV-19_USA_20200402_EPI_ISL_435012	B.1
HCOV-19_USA_20200402_EPI_ISL_435014	A.3
HCOV-19_USA_20200402_EPI_ISL_435015	A.3
HCOV-19_USA_20200402_EPI_ISL_435016	B.1
HCOV-19_USA_20200402_EPI_ISL_435017	B.1
HCOV-19_USA_20200402_EPI_ISL_435018	A.3
HCOV-19_USA_20200402_EPI_ISL_435019	B.1
HCOV-19_USA_20200402_EPI_ISL_435020	B.1
HCOV-19_USA_20200402_EPI_ISL_435021	B.1
HCOV-19_USA_20200402_EPI_ISL_435022	B.1
HCOV-19_USA_20200403_EPI_ISL_422462	B.1
HCOV-19_USA_20200403_EPI_ISL_426160	B.1
HCOV-19_USA_20200403_EPI_ISL_426473	B.1
HCOV-19_USA_20200403_EPI_ISL_427505	B.2
HCOV-19_USA_20200403_EPI_ISL_427507	B.1
HCOV-19_USA_20200403_EPI_ISL_427508	B.1
HCOV-19_USA_20200403_EPI_ISL_427509	B.1
HCOV-19_USA_20200403_EPI_ISL_427512	B.1
HCOV-19_USA_20200403_EPI_ISL_427513	B.1
HCOV-19_USA_20200403_EPI_ISL_427514	B.1
HCOV-19_USA_20200403_EPI_ISL_427628	B.1
HCOV-19_USA_20200403_EPI_ISL_428758	B.1
HCOV-19_USA_20200403_EPI_ISL_428759	B.1
HCOV-19_USA_20200403_EPI_ISL_428760	B.1
HCOV-19_USA_20200403_EPI_ISL_428766	B.1
HCOV-19_USA_20200403_EPI_ISL_429018	B.1
HCOV-19_USA_20200403_EPI_ISL_429028	A.1
HCOV-19_USA_20200403_EPI_ISL_430354	B.1
HCOV-19_USA_20200403_EPI_ISL_430357	B.1
HCOV-19_USA_20200403_EPI_ISL_430980	B.1
HCOV-19_USA_20200403_EPI_ISL_434074	B.1
HCOV-19_USA_20200403_EPI_ISL_434088	A.1
HCOV-19_USA_20200403_EPI_ISL_434096	A.1
HCOV-19_USA_20200403_EPI_ISL_434233	A.1
HCOV-19_USA_20200403_EPI_ISL_435023	B.1
HCOV-19_USA_20200403_EPI_ISL_435024	A.1
HCOV-19_USA_20200403_EPI_ISL_435028	B.1
HCOV-19_USA_20200403_EPI_ISL_435029	A.3
HCOV-19_USA_20200403_EPI_ISL_435030	B.1
HCOV-19_USA_20200404_EPI_ISL_425150	B.1
HCOV-19_USA_20200404_EPI_ISL_426475	B.1
HCOV-19_USA_20200404_EPI_ISL_427620	B.1
HCOV-19_USA_20200404_EPI_ISL_428385	B.1
HCOV-19_USA_20200404_EPI_ISL_428791	B.1
HCOV-19_USA_20200404_EPI_ISL_428792	B.1
HCOV-19_USA_20200404_EPI_ISL_430917	B.1
HCOV-19_USA_20200404_EPI_ISL_430926	B.1
HCOV-19_USA_20200404_EPI_ISL_430927	B.1
HCOV-19_USA_20200404_EPI_ISL_434071	A.1
HCOV-19_USA_20200404_EPI_ISL_434077	A.1
HCOV-19_USA_20200404_EPI_ISL_434093	A.1
HCOV-19_USA_20200404_EPI_ISL_434094	B.1
HCOV-19_USA_20200404_EPI_ISL_434106	A.1
HCOV-19_USA_20200404_EPI_ISL_434224	B.1
HCOV-19_USA_20200405_EPI_ISL_427635	B.1
HCOV-19_USA_20200405_EPI_ISL_427640	B.1
HCOV-19_USA_20200405_EPI_ISL_428767	B.1
HCOV-19_USA_20200405_EPI_ISL_428772	B.1
HCOV-19_USA_20200405_EPI_ISL_428773	B.1
HCOV-19_USA_20200405_EPI_ISL_428774	B.1
HCOV-19_USA_20200405_EPI_ISL_428776	B.1
HCOV-19_USA_20200405_EPI_ISL_428797	B.1
HCOV-19_USA_20200405_EPI_ISL_428798	B.1
HCOV-19_USA_20200405_EPI_ISL_428801	B.1
HCOV-19_USA_20200405_EPI_ISL_430901	B.1
HCOV-19_USA_20200405_EPI_ISL_430902	B.1
HCOV-19_USA_20200405_EPI_ISL_430919	B.1
HCOV-19_USA_20200405_EPI_ISL_430922	B.1
HCOV-19_USA_20200405_EPI_ISL_430923	B.1
HCOV-19_USA_20200405_EPI_ISL_434087	A.1
HCOV-19_USA_20200405_EPI_ISL_434230	B.1
HCOV-19_USA_20200405_EPI_ISL_434232	B.1
HCOV-19_USA_20200406_EPI_ISL_426159	B.1
HCOV-19_USA_20200406_EPI_ISL_426161	B.1
HCOV-19_USA_20200406_EPI_ISL_426627	B.1
HCOV-19_USA_20200406_EPI_ISL_426628	B.1
HCOV-19_USA_20200406_EPI_ISL_427631	B.1
HCOV-19_USA_20200406_EPI_ISL_427632	B.1
HCOV-19_USA_20200406_EPI_ISL_427634	B.1
HCOV-19_USA_20200406_EPI_ISL_427639	B.1
HCOV-19_USA_20200406_EPI_ISL_427641	B.1
HCOV-19_USA_20200406_EPI_ISL_428732	B.1
HCOV-19_USA_20200406_EPI_ISL_428777	B.2
HCOV-19_USA_20200406_EPI_ISL_428778	B.1
HCOV-19_USA_20200406_EPI_ISL_428779	B.1
HCOV-19_USA_20200406_EPI_ISL_428780	B.1
HCOV-19_USA_20200406_EPI_ISL_428786	B.1
HCOV-19_USA_20200406_EPI_ISL_428787	B.1
HCOV-19_USA_20200406_EPI_ISL_428789	B.1
HCOV-19_USA_20200406_EPI_ISL_428805	B.1
HCOV-19_USA_20200406_EPI_ISL_429628	A.1
HCOV-19_USA_20200406_EPI_ISL_429629	B.1
HCOV-19_USA_20200406_EPI_ISL_429641	B.1
HCOV-19_USA_20200406_EPI_ISL_429645	B.1
HCOV-19_USA_20200406_EPI_ISL_429982	B.1
HCOV-19_USA_20200406_EPI_ISL_430914	B.1
HCOV-19_USA_20200406_EPI_ISL_430918	A.1
HCOV-19_USA_20200406_EPI_ISL_430921	B.1
HCOV-19_USA_20200406_EPI_ISL_434216	B.1
HCOV-19_USA_20200406_EPI_ISL_434218	B.1
HCOV-19_USA_20200406_EPI_ISL_434221	B.1
HCOV-19_USA_20200406_EPI_ISL_434231	B.1
HCOV-19_USA_20200406_EPI_ISL_434242	B.1
HCOV-19_USA_20200406_EPI_ISL_434615	B.1
HCOV-19_USA_20200407_EPI_ISL_427434	B.1
HCOV-19_USA_20200407_EPI_ISL_427435	B.1
HCOV-19_USA_20200407_EPI_ISL_429638	B.1
HCOV-19_USA_20200407_EPI_ISL_430360	B.1
HCOV-19_USA_20200407_EPI_ISL_430361	B.1
HCOV-19_USA_20200407_EPI_ISL_430367	B.1
HCOV-19_USA_20200407_EPI_ISL_430372	B.1
HCOV-19_USA_20200407_EPI_ISL_430378	B.1
HCOV-19_USA_20200407_EPI_ISL_430379	B.1
HCOV-19_USA_20200407_EPI_ISL_430916	B.1
HCOV-19_USA_20200407_EPI_ISL_430928	B.1
HCOV-19_USA_20200407_EPI_ISL_430931	B.1
HCOV-19_USA_20200407_EPI_ISL_434612	B.11
HCOV-19_USA_20200407_EPI_ISL_435498	B.1
HCOV-19_USA_20200407_EPI_ISL_435703	B.1
HCOV-19_USA_20200407_EPI_ISL_435704	B.1
HCOV-19_USA_20200408_EPI_ISL_427438	B.1
HCOV-19_USA_20200408_EPI_ISL_428992	B.1
HCOV-19_USA_20200408_EPI_ISL_428993	B.1
HCOV-19_USA_20200408_EPI_ISL_429011	B.1
HCOV-19_USA_20200408_EPI_ISL_429014	B.1
HCOV-19_USA_20200408_EPI_ISL_429043	B.1
HCOV-19_USA_20200408_EPI_ISL_429046	A.1
HCOV-19_USA_20200408_EPI_ISL_429047	A.1
HCOV-19_USA_20200408_EPI_ISL_429843	B.1
HCOV-19_USA_20200408_EPI_ISL_430325	B.1
HCOV-19_USA_20200408_EPI_ISL_430359	B.1
HCOV-19_USA_20200408_EPI_ISL_430362	B.1
HCOV-19_USA_20200408_EPI_ISL_430363	B.1
HCOV-19_USA_20200408_EPI_ISL_430364	B.1
HCOV-19_USA_20200408_EPI_ISL_430365	B.1
HCOV-19_USA_20200408_EPI_ISL_430366	B.1
HCOV-19_USA_20200408_EPI_ISL_430368	B.1
HCOV-19_USA_20200408_EPI_ISL_430369	B.1
HCOV-19_USA_20200408_EPI_ISL_430370	B.1
HCOV-19_USA_20200408_EPI_ISL_430371	B.1
HCOV-19_USA_20200408_EPI_ISL_430373	B.1
HCOV-19_USA_20200408_EPI_ISL_430375	B.1
HCOV-19_USA_20200408_EPI_ISL_430376	B.1
HCOV-19_USA_20200408_EPI_ISL_430377	B.1
HCOV-19_USA_20200408_EPI_ISL_430380	B.1
HCOV-19_USA_20200408_EPI_ISL_430385	B.1
HCOV-19_USA_20200408_EPI_ISL_430392	B.1
HCOV-19_USA_20200408_EPI_ISL_430911	B.1
HCOV-19_USA_20200408_EPI_ISL_434601	B.1
HCOV-19_USA_20200408_EPI_ISL_434602	B.1
HCOV-19_USA_20200408_EPI_ISL_434604	B.1
HCOV-19_USA_20200408_EPI_ISL_434609	B.1
HCOV-19_USA_20200408_EPI_ISL_435706	B.1
HCOV-19_USA_20200409_EPI_ISL_427442	B.1
HCOV-19_USA_20200409_EPI_ISL_427443	B.1
HCOV-19_USA_20200409_EPI_ISL_427444	B.1
HCOV-19_USA_20200409_EPI_ISL_430382	B.1
HCOV-19_USA_20200409_EPI_ISL_430384	B.1
HCOV-19_USA_20200409_EPI_ISL_430388	B.1
HCOV-19_USA_20200409_EPI_ISL_430393	B.1
HCOV-19_USA_20200409_EPI_ISL_430394	B.1
HCOV-19_USA_20200409_EPI_ISL_430395	B.1
HCOV-19_USA_20200409_EPI_ISL_430397	B.1
HCOV-19_USA_20200409_EPI_ISL_430408	B.1
HCOV-19_USA_20200409_EPI_ISL_430411	B.1
HCOV-19_USA_20200409_EPI_ISL_430413	B.1
HCOV-19_USA_20200409_EPI_ISL_435444	B.1
HCOV-19_USA_20200410_EPI_ISL_430324	B.1
HCOV-19_USA_20200410_EPI_ISL_430396	B.1
HCOV-19_USA_20200410_EPI_ISL_430398	B.1
HCOV-19_USA_20200410_EPI_ISL_430399	B.1
HCOV-19_USA_20200410_EPI_ISL_430400	B.1
HCOV-19_USA_20200410_EPI_ISL_430401	B.1
HCOV-19_USA_20200410_EPI_ISL_430402	B.1
HCOV-19_USA_20200410_EPI_ISL_430403	B.1
HCOV-19_USA_20200410_EPI_ISL_430404	B.1
HCOV-19_USA_20200410_EPI_ISL_430405	B.1
HCOV-19_USA_20200410_EPI_ISL_430406	B.1
HCOV-19_USA_20200410_EPI_ISL_430407	B.1
HCOV-19_USA_20200410_EPI_ISL_430410	B.1
HCOV-19_USA_20200410_EPI_ISL_430414	B.1
HCOV-19_USA_20200410_EPI_ISL_430415	B.1
HCOV-19_USA_20200410_EPI_ISL_434594	A.1
HCOV-19_USA_20200411_EPI_ISL_427430	B.1
HCOV-19_USA_20200411_EPI_ISL_427433	A.3
HCOV-19_USA_20200411_EPI_ISL_430423	B.1
HCOV-19_USA_20200411_EPI_ISL_434593	B.1
HCOV-19_USA_20200411_EPI_ISL_435035	B.1
HCOV-19_USA_20200411_EPI_ISL_435036	B.1
HCOV-19_USA_20200412_EPI_ISL_434610	B.1
HCOV-19_USA_20200413_EPI_ISL_427427	B.1
HCOV-19_USA_20200413_EPI_ISL_430416	B.1
HCOV-19_USA_20200413_EPI_ISL_430417	B.1
HCOV-19_USA_20200413_EPI_ISL_430419	B.1
HCOV-19_USA_20200413_EPI_ISL_430420	B.1
HCOV-19_USA_20200413_EPI_ISL_430421	B.1
HCOV-19_USA_20200413_EPI_ISL_430422	B.1
HCOV-19_USA_20200413_EPI_ISL_430424	B.1
HCOV-19_USA_20200413_EPI_ISL_430425	B.1
HCOV-19_USA_20200413_EPI_ISL_430427	B.1
HCOV-19_USA_20200413_EPI_ISL_430428	B.1
HCOV-19_USA_20200413_EPI_ISL_430429	B.1
HCOV-19_USA_20200413_EPI_ISL_430430	B.1
HCOV-19_USA_20200413_EPI_ISL_430432	B.1
HCOV-19_USA_20200413_EPI_ISL_430433	B.1
HCOV-19_USA_20200413_EPI_ISL_435037	B.1
HCOV-19_USA_20200413_EPI_ISL_435038	B.1
HCOV-19_USA_20200414_EPI_ISL_429845	B.1
HCOV-19_USA_20200414_EPI_ISL_434598	B.1
HCOV-19_USA_20200414_EPI_ISL_434599	B.1
